X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
2003082.62634518,430688.530621345,531,1031,Mbaiki,CAF-LOB,Lobaye,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
2003750.86831303,178119.526745958,532,1032,Impfondo,COG-LIK,Likouala,CF,Congo,Provincial capital,0,0, ,0,0, 
2032248.2243397,5343.00019813806,533,1033,Mbandaka,ZAR-EQT,Equateur,CG,"Congo, DRC",Provincial capital,0,0, ,0,0, 
1523407.7099433,509828.378273879,534,1034,Bertoua,CMR-EST,Est,CM,Cameroon,Provincial capital,0,0, ,0,0, 
-9664535.07497333,4320178.25050696,535,501,Nashville,USA-TNN,Tennessee,US,United States,Provincial capital,670820,3,"500,000 to 999,999",0,0,US_Census_2019
1696063.91553673,6934314.30498808,536,1501,Gorzow Wielkopolski,POL-GRZ,Gorzow,PL,Poland,Provincial capital,122455,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
1757178.31399227,473430.555826761,537,1035,Berberati,CAF-HSN,Haute-Sangha,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
1281732.32382356,430576.069075618,538,1036,Yaounde,CMR-CNT,Centre,CM,Cameroon,National and provincial capital,3420000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
1785564.45908138,392202.646644712,539,1037,Nola,CAF-SNG,Sangha,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
1261249.98446267,239727.058004691,540,1038,Ebebiyin,GNQ-KNT,Kie-Ntem,EK,Equatorial Guinea,Provincial capital,0,0, ,0,0, 
1259135.02396406,180695.363262382,541,1039,Mongomo,GNQ-WLN,Wele-Nzas,EK,Equatorial Guinea,Provincial capital,0,0, ,0,0, 
1787234.57582976,178690.818418232,542,1040,Ouesso,COG-SNG,Sangha,CF,Congo,Provincial capital,0,0, ,0,0, 
1288968.86392645,177912.056078965,543,1041,Oyem,GAB-WNT,Woleu-Ntem,GB,Gabon,Provincial capital,0,0, ,0,0, 
1431235.17486971,62562.1130380013,544,1042,Makokou,GAB-OIV,Ogooue-Ivindo,GB,Gabon,Provincial capital,0,0, ,0,0, 
1594985.69995437,1185983.2182076,545,1043,Maroua,CMR-ENO,Extreme-Nord,CM,Cameroon,Provincial capital,0,0, ,0,0, 
1711092.03724469,1149875.67864332,546,1044,Bongor,TCD-MKE,Mayo Kebi,CD,Chad,Provincial capital,0,0, ,0,0, 
1815064.66623109,1050565.16453327,547,1045,Lai,TCD-TND,Tandjile,CD,Chad,Provincial capital,0,0, ,0,0, 
1491124.28190555,1039621.66068009,548,1046,Garoua,CMR-NOR,Nord,CM,Cameroon,Provincial capital,0,0, ,0,0, 
1387597.49143344,1032967.48278166,549,1047,Yola,NGA-ADM,Adamawa,NI,Nigeria,Provincial capital,0,0, ,0,0, 
1265591.1163975,992949.006567848,550,1048,Jalingo,NGA-TAR,Taraba,NI,Nigeria,Provincial capital,0,0, ,0,0, 
1875844.43710989,966592.281714649,551,1049,Doba,TCD-LOR,Logone Oriental,CD,Chad,Provincial capital,0,0, ,0,0, 
1791097.81574168,955771.542189884,552,1050,Moundou,TCD-LOC,Logone Occidental,CD,Chad,Provincial capital,0,0, ,0,0, 
1512163.67071826,817533.632896561,553,1051,Ngaoundere,CMR-ADM,Adamoua,CM,Cameroon,Provincial capital,0,0, ,0,0, 
2257926.66224358,1235883.11596112,554,1052,Am Timan,TCD-SLM,Salamat,CD,Chad,Provincial capital,0,0, ,0,0, 
2047833.39549954,1022592.0529757,555,1053,Sarh,TCD-MCH,Moyen-Chari,CD,Chad,Provincial capital,0,0, ,0,0, 
2298859.28745672,939576.416344288,556,1054,Ndele,CAF-BBN,Bamingui-Bangoran,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
2133626.98761898,781182.446406146,557,1055,Kaga Bandoro,CAF-GRB,Gribingui,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
2448361.14373883,729391.008945629,558,1056,Bria,CAF-HKO,Haute-Kotto,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
1943081.31360772,724125.212724949,559,1057,Bossangoa,CAF-OUH,Ouham,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
2126202.08709922,643032.237207075,560,1058,Sibut,CAF-KGR,Kemo-Gribingui,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
2301085.45889291,642171.283584564,561,1059,Bambari,CAF-OUA,Ouaka,CT,Central African Republic,Provincial capital,0,0, ,0,0, 
998647.415231846,3987251.76072823,562,1060,Kebili,TUN-QBL,Quibili,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1159581.67115583,3948518.28313534,563,1061,Medemine,TUN-MDN,Madaniyin,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1165148.09451034,3895304.3712246,564,1062,Tataouine,TUN-TTW,Tatawin,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1092973.98292572,3521377.66391246,565,1063,Ghadamis,LBY-GHD,Ghadamis,LY,Libya,Other,0,0, ,0,1, 
988851.070880099,5529579.23080107,566,1064,Genoa,ITA-LIG,Liguria,IT,Italy,Provincial capital,579049,3,"500,000 to 999,999",39470,0,UN_Data_2010_2020
1247640.50683313,5431701.76945108,567,1065,Florence,ITA-TSC,Toscana,IT,Italy,Other,0,0, ,0,0, 
964249.026695488,5155138.77201171,568,1066,Ajaccio,FRA-COR,Corse,FR,France,Provincial capital,0,0, ,39100,0, 
1014009.1697525,4753951.90875912,569,1067,Cagliari,ITA-SRD,Sardegna,IT,Italy,Provincial capital,154187,5,"100,000 to 249,999",39210,0,UN_Data_2010_2020
1097824.06562794,4480650.09540622,570,1068,Bizerte,TUN-BNZ,Banzart,TS,Tunisia,Provincial capital,0,0, ,45440,0, 
1135458.51375816,4420538.990301,571,1069,L'Ariana,TUN-ARY,Aryanah,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1131674.43127522,4413907.66652715,572,1070,Tunis,TUN-TUN,Tunis,TS,Tunisia,National and provincial capital,1056247,2,"1,000,000 to 4,999,999",45430,1,UN_Data_2010_2020
1023248.4646524,4400844.89420193,573,1071,Beja,TUN-BAJ,Bajah,TS,Tunisia,Provincial capital,0,0, ,0,0, 
974045.371047234,4369641.06103214,574,1072,Jendouba,TUN-JND,Jundubah,TS,Tunisia,Provincial capital,0,0, ,0,0, 
964773.009453134,4323583.07491662,575,1073,Le Kef,TUN-AKA,Al Kaf,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1044544.3367985,4312089.94203669,576,1074,Siliana,TUN-SLY,Silyanah,TS,Tunisia,Provincial capital,0,0, ,0,0, 
970338.419622023,4193369.35361328,577,1075,Kasserine,TUN-AQS,Al Qasrayn,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1057535.64225122,4166150.29470269,578,1076,Sdid Bouzid,TUN-SBZ,Sidi Bu Zayd,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1197715.04872664,4129313.66569796,579,1077,Sfax,TUN-SFQ,Safaqis,TS,Tunisia,Other,0,0, ,45390,0, 
978164.08110692,4085608.45624274,580,1078,Gafsa,TUN-QFS,Qafsah,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1124661.30781149,4014443.71457746,581,1079,Gabes,TUN-QAB,Qabis,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1195015.00116693,4363549.46345368,582,1080,Nabeul,TUN-NAB,Nabul,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1129558.47601252,4355800.72231703,583,1081,Zaghouan,TUN-ZGH,Zaghwan,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1183980.3413549,4277192.86414772,584,1082,Sousse,TUN-SUS,Susah,TS,Tunisia,Provincial capital,0,0, ,45410,0, 
1198609.72846897,4263629.37859872,585,1083,Monasir,TUN-AMN,Al Munastir,TS,Tunisia,Provincial capital,548828,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
1115054.31864066,4259420.37839808,586,1084,Kairouan,TUN-AQY,Al Qayrawan,TS,Tunisia,Provincial capital,0,0, ,0,0, 
1229064.74332195,4229838.99348249,587,1085,Mahdia,TUN-AMH,Al Mahdiyah,TS,Tunisia,Provincial capital,0,0, ,45400,0, 
1877592.71652318,5027103.30052024,588,1086,Bari,ITA-PUG,Puglia,IT,Italy,Provincial capital,322116,4,"250,000 to 499,999",40530,0,UN_Data_2010_2020
1631498.05422529,5095741.93950045,589,1087,Campobasso,ITA-MOL,Molise,IT,Italy,Provincial capital,0,0, ,0,0, 
1586305.46245601,4987793.29574427,590,1088,Naples,ITA-CMP,Campania,IT,Italy,Other,962666,3,"500,000 to 999,999",39960,0,UN_Data_2010_2020
1758736.22503902,4959679.59275,591,1089,Potenza,ITA-BSL,Basilicata,IT,Italy,Provincial capital,0,0, ,0,0, 
1846901.26099048,4707930.13394542,592,1090,Catanzaro,ITA-CLB,Calabria,IT,Italy,Provincial capital,0,0, ,40430,0, 
1487116.78278342,4596533.60376475,593,1091,Palermo,ITA-SIC,Sicilia,IT,Italy,Provincial capital,665903,3,"500,000 to 999,999",40130,0,UN_Data_2010_2020
1614578.38865788,4288656.49174892,594,1092,Valletta,MLT,Malta,MT,Malta,National capital,5827,7,"Less than 50,000",40330,0,UN_Data_2010_2020
1261694.80979137,5543615.75950418,595,1093,Bologna,ITA-ERM,Emilia-Romagna,IT,Italy,Provincial capital,389949,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
1387782.84913656,5452554.33066946,596,1094,San Marino,SMR,San Marino,SM,San Marino,National capital,4127,7,"Less than 50,000",0,1,UN_Data_2010_2020
1504594.49256674,5406977.47178844,597,1095,Ancona,ITA-MRC,Marche,IT,Italy,Provincial capital,100984,5,"100,000 to 249,999",40660,0,UN_Data_2010_2020
1378691.82934621,5329186.97672593,598,1096,Perugia,ITA-UMB,Umbria,IT,Italy,Provincial capital,165820,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
1492884.57217378,5214974.20363803,599,1097,Aquila,ITA-ABR,Abruzzi,IT,Italy,Provincial capital,0,0, ,0,0, 
1393719.9510542,5143020.49869646,600,1098,Rome,ITA-LAZ,Lazio,IT,Italy,National and provincial capital,2864467,2,"1,000,000 to 4,999,999",39820,0,UN_Data_2010_2020
2051618.47274655,5445345.75108487,601,1099,Sarajevo,BIH,Bosnia & Herzegovina,BK,Bosnia & Herzegovina,National capital,0,0, ,0,0, 
2235662.99519678,5211037.65948967,602,1100,Bajram Curri,ALB-TRP,Tropoje,AL,Albania,Provincial capital,0,0, ,0,0, 
2173847.28807918,5172070.88619965,603,1101,Shkoder,ALB-SHK,Shkoder,AL,Albania,Provincial capital,0,0, ,0,1, 
2187873.53500662,5129275.44104306,604,1102,Lezhe,ALB-LEZ,Lezhe,AL,Albania,Provincial capital,0,0, ,0,1, 
2165609.86795981,5060694.53829457,605,1103,Durres,ALB-DRR,Durres,AL,Albania,Provincial capital,113249,5,"100,000 to 249,999",41670,1,UN_Data_2010_2020
2178856.66198184,4972598.50449267,606,1104,Fier,ALB-FIE,Fier,AL,Albania,Provincial capital,0,0, ,0,1, 
2169617.36708194,4934771.1236833,607,1105,Vlore,ALB-VLO,Vlore,AL,Albania,Provincial capital,0,0, ,41690,1, 
2272315.61120011,5590039.83007489,608,1106,Belgrade,SRB,Serbia,RB,Serbia,National capital,1382547,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
2159598.60085506,5236173.47522105,609,1107,Podgorica,MON,Montenegro,MJ,Montenegro,National capital,185937,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
2302454.01475876,4914495.69434162,610,1108,Erseke,ALB-KLN,Kolonje,AL,Albania,Provincial capital,0,0, ,0,0, 
2385948.32028364,5158483.43011942,611,1109,Skopje,MKD,Macedonia,MK,North Macedonia,National capital,546824,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
2300306.0059875,4997602.272508,612,1110,Pogradec,ALB-PGR,Pogradec,AL,Albania,Provincial capital,0,0, ,0,1, 
2311734.38973002,4955964.8091183,613,1111,Korce,ALB-KOR,Korce,AL,Albania,Provincial capital,0,0, ,0,1, 
2321345.37637866,4816366.94485085,614,1112,Ioannina,GRC-IPR,Ipiros,GR,Greece,Provincial capital,0,0, ,0,0, 
2495671.69872048,4813764.56408953,615,1113,Larisa,GRC-THS,Thessalia,GR,Greece,Provincial capital,144651,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
2194775.44753279,5003495.8553013,616,1114,Lushnje,ALB-LSH,Lushnje,AL,Albania,Provincial capital,0,0, ,0,1, 
2248653.30588542,4992699.18117276,617,1115,Gramsh,ALB-GRM,Gramsh,AL,Albania,Provincial capital,0,0, ,0,1, 
2223272.80355946,4969659.92861399,618,1116,Berat,ALB-BER,Berat,AL,Albania,Provincial capital,0,0, ,0,1, 
2252360.25731064,4941314.85015703,619,1117,Corovode,ALB-SKR,Skrapar,AL,Albania,Provincial capital,0,0, ,0,0, 
2230096.57184226,4907196.18083051,620,1118,Tepelene,ALB-TPL,Tepelene,AL,Albania,Provincial capital,0,0, ,0,1, 
2265573.98463845,4900004.42591299,621,1119,Permet,ALB-PRM,Permet,AL,Albania,Provincial capital,0,0, ,0,1, 
2242976.68477895,4877428.70363394,622,1120,Gjirokaster,ALB-GJR,Gjirokaster,AL,Albania,Provincial capital,0,0, ,0,1, 
2226389.63883859,4848084.61490593,623,1121,Sarande,ALB-SRN,Sarande,AL,Albania,Provincial capital,0,0, ,0,1, 
2217483.95832982,4810874.10581993,624,1122,Kerkya,GRC-IIS,Ionian Islands,GR,Greece,Provincial capital,0,0, ,41720,0, 
2274624.9191215,5113657.04245902,625,1123,Peshkopi,ALB-DIB,Dibre,AL,Albania,Provincial capital,0,0, ,0,0, 
2274702.06860081,5173420.70816526,626,1124,Kukes,ALB-KUK,Kukes,AL,Albania,Provincial capital,0,0, ,0,1, 
2213399.3097284,5165969.36700187,627,1125,Puke,ALB-PUK,Puke,AL,Albania,Provincial capital,0,0, ,0,1, 
2205985.4437211,5128574.04901578,628,1126,Rreshen,ALB-MRD,Mirdite,AL,Albania,Provincial capital,0,0, ,0,0, 
2228170.96652455,5105119.50643088,629,1127,Burrel,ALB-MAT,Mat,AL,Albania,Provincial capital,0,0, ,0,0, 
2203792.33897912,5089197.80443746,630,1128,Kruje,ALB-KRU,Kruje,AL,Albania,Provincial capital,0,0, ,0,1, 
2207688.62716369,5061435.00749298,631,1129,Tirana,ALB-TIR,Tirane,AL,Albania,National and provincial capital,418495,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
2267211.05311419,5041886.82466188,632,1130,Librazhd,ALB-LBR,Librazhd,AL,Albania,Provincial capital,0,0, ,0,1, 
2236743.01422066,5029615.07821631,633,1131,Elbasan,ALB-ELB,Elbasan,AL,Albania,Provincial capital,0,0, ,0,1, 
2497341.83389043,4707214.364321,634,1132,Lamia,GRC-CGE,Central Greece and Evvoia,GR,Greece,Provincial capital,0,0, ,0,0, 
2436024.04302782,4599396.83817186,635,1133,Patras,GRC-PLP,Peloponnisos,GR,Greece,Other,167446,5,"100,000 to 249,999",41850,0,UN_Data_2010_2020
2490105.29378753,4510154.53513263,636,1134,Tripoli,GRC-PLP,Peloponnisos,GR,Greece,Provincial capital,0,0, ,0,0, 
1464618.66458499,3881127.0604925,637,1135,Tripoli,LBY-TRB,Tarabulus,LY,Libya,National and provincial capital,2302000,2,"1,000,000 to 4,999,999",45330,0,UN_Habitat_2020
1417096.7038191,3862696.52437108,638,1136,Az Zawiyah,LBY-AZW,Az Zawiyah,LY,Libya,Provincial capital,0,0, ,0,1, 
1588526.60480722,3848979.65069346,639,1137,Al Khums,LBY-AKH,Al Khums,LY,Libya,Provincial capital,0,0, ,0,1, 
1680367.53343934,3812504.56282155,640,1138,Misratah,LBY-MSR,Misratah,LY,Libya,Provincial capital,0,0, ,45320,1, 
1449012.45600746,3785120.48770385,641,1139,Gharyan,LBY-GHR,Gharyan,LY,Libya,Provincial capital,0,0, ,0,1, 
2233959.81175417,3779335.57621517,642,1140,Benghazi,LBY-BNG,Banghazi,LY,Libya,Provincial capital,0,0, ,45280,0, 
2251325.3158359,3601619.90525529,643,1141,Ajdabiya,LBY-AJD,Ajdabiya,LY,Libya,Provincial capital,0,0, ,0,1, 
1606451.16629045,3131594.7398168,644,1142,Sabha,LBY-SAB,Sabha,LY,Libya,Provincial capital,0,0, ,0,1, 
1548454.59787814,2987938.44450436,645,1143,Murzuq,LBY-MRZ,Murzuq,LY,Libya,Other,0,0, ,0,1, 
3539848.30508552,5079835.71646119,646,1144,Zonguldak,TUR-ZNG,Zonguldak,TU,Turkey,Provincial capital,0,0, ,44490,1, 
3519031.33814791,4973920.68993796,647,1145,Bolu,TUR-BOL,Bolu,TU,Turkey,Provincial capital,0,0, ,0,1, 
3742672.97821808,4954546.07105568,648,1146,Cankiri,TUR-CNR,Cankiri,TU,Turkey,Provincial capital,0,0, ,0,1, 
3657178.9390315,4855630.68367008,649,1147,Ankara,TUR-ANK,Ankara,TU,Turkey,National and provincial capital,5229000,1,"5,000,000 and greater",0,1,UN_Habitat_2020
3710612.96681952,4208271.83382898,650,1148,Kyrenia,CYP-KYR,Kyrenia,CY,Cyprus,Provincial capital,0,0, ,44900,1, 
3714620.46594164,4187143.85628362,651,1149,Nicosia,CYP-NIC,Nicosia,CY,Cyprus,National and provincial capital,0,0, ,0,1, 
3744342.1002024,4152607.89735453,652,1150,Larnaka,CYP-LRN,Larnaca,CY,Cyprus,Provincial capital,0,0, ,44960,0, 
3608611.02069998,4129958.70105411,653,1151,Paphos,CYP-PPH,Paphos,CY,Cyprus,Provincial capital,0,0, ,44940,1, 
3679220.20262474,4120885.5270857,654,1152,Lemesos,CYP-LMS,Limassol,CY,Cyprus,Provincial capital,0,0, ,44950,0, 
2520161.55562504,3862697.70720413,655,1153,Darnah,LBY-DRN,Darnah,LY,Libya,Provincial capital,0,0, ,45240,1, 
3032008.67070556,3678286.81559167,656,1154,Marsa Matruh,EGY-MNT,Marsa Matruh,EG,Egypt,Provincial capital,0,0, ,45180,1, 
3424076.59537191,3260199.28926376,657,1155,El Minya,EGY-AMI,Al Minya,EG,Egypt,Provincial capital,0,0, ,0,0, 
3471498.36129113,3146478.48187904,658,1156,Asyut,EGY-ASY,Asyut,EG,Egypt,Provincial capital,0,0, ,0,1, 
3528271.62781187,3066739.12404769,659,1157,Sohag,EGY-SUH,Suhaj,EG,Egypt,Provincial capital,0,0, ,0,0, 
3643487.30125922,3019159.33537635,660,1158,Qena,EGY-QIN,Qina,EG,Egypt,Provincial capital,0,0, ,0,0, 
3401589.49326437,2929392.91774473,661,1159,El-Kharga,EGY-AWA,Al Wadi al Jadid,EG,Egypt,Provincial capital,0,0, ,0,0, 
3664415.47913438,2762915.26002697,662,1160,Aswan,EGY-ASN,Aswan,EG,Egypt,Provincial capital,0,0, ,0,1, 
3541407.22931789,3687675.62096545,663,1161,Dumyat,EGY-DMY,Dumyat,EG,Egypt,Provincial capital,0,0, ,45151,1, 
3594729.03298273,3666170.64733194,664,1162,Port Said,EGY-BSA,Bur Sa'id,EG,Egypt,Provincial capital,749371,3,"500,000 to 999,999",45140,0,UN_Data_2010_2020
3329020.66298519,3659335.14981377,665,1163,Alexandria,EGY-AIS,Al Iskandariyah,EG,Egypt,Other,5163750,1,"5,000,000 and greater",45165,0,UN_Data_2010_2020
3443779.48182738,3646913.48387195,666,1164,Kafr el Sheikh,EGY-KAS,Kafr ash Shaykh,EG,Egypt,Provincial capital,0,0, ,0,0, 
3493205.99207172,3637815.33467584,667,1165,El Mansura,EGY-ADQ,Ad Daqahliyah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3392127.79491092,3636646.09082417,668,1166,Damanhur,EGY-ABH,Al Buhayrah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3439771.96428368,3579875.04284867,669,1167,Shibin el Kom,EGY-AMN,Al Minufiyah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3432351.07966329,3416012.20741626,670,1168,El Faiyum,EGY-AFY,Al Fayyum,EG,Egypt,Provincial capital,0,0, ,0,0, 
3698449.19453509,3351135.44872948,671,1169,Abu Zenima,EGY-JSI,Janub Sina',EG,Egypt,Other,0,0, ,48065,0, 
3742194.07300959,3278419.18132635,672,1170,El Tur,EGY-JSI,Janub Sina',EG,Egypt,Provincial capital,0,0, ,0,0, 
3450458.97247842,3604081.35884504,673,1171,Tanta,EGY-AGH,Al Gharbiyah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3591834.61957871,3579487.47015369,674,1172,Ismailia,EGY-AIM,Al Isma'iliyah,EG,Egypt,Provincial capital,0,0, ,48050,0, 
3508418.47671874,3578754.27985186,675,1173,Zagizig,EGY-ASH,Ash Sharqiyah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3471313.02200956,3563677.43210428,676,1174,Benha,EGY-AQL,Al Qalyubiyah,EG,Egypt,Provincial capital,0,0, ,0,0, 
3478823.06696421,3513568.38339885,677,1175,Cairo,EGY-AQH,Al Qahirah,EG,Egypt,National and provincial capital,9539673,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
3475500.84974985,3510173.08405832,678,1176,Giza,EGY-AJI,Al Jizah,EG,Egypt,Other,0,0, ,0,0, 
3624562.89136669,3498409.38938413,679,1177,Suez,EGY-ASW,As Suways,EG,Egypt,Other,728180,3,"500,000 to 999,999",48040,0,UN_Data_2010_2020
3461702.01693938,3385323.06437379,680,1178,Beni Suef,EGY-BSW,Bani Suwayf,EG,Egypt,Provincial capital,0,0, ,0,0, 
2636978.20971863,4573253.44991086,681,1179,Piraeus,GRC-CGE,Central Greece and Evvoia,GR,Greece,Other,163688,5,"100,000 to 249,999",42230,0,UN_Data_2010_2020
3053382.68709501,4667242.61281302,682,1180,Manisa,TUR-MAN,Manisa,TU,Turkey,Provincial capital,0,0, ,0,1, 
3021767.50102512,4640775.63420418,683,1181,Izmir,TUR-IZM,Izmir,TU,Turkey,Provincial capital,3673000,2,"1,000,000 to 4,999,999",44750,0,UN_Habitat_2020
2909779.87379449,4632253.45798138,684,1182,Chios,GRC-AIS,Aegean Islands,GR,Greece,Provincial capital,0,0, ,0,0, 
3099357.75290502,4559103.07474545,685,1183,Aydin,TUR-AYD,Aydin,TU,Turkey,Provincial capital,0,0, ,0,1, 
2797904.45226545,4209908.83435353,686,1184,Iraklion,GRC-CRT,Crete,GR,Greece,Provincial capital,140730,5,"100,000 to 249,999",43130,0,UN_Data_2010_2020
2633039.84669865,4571517.90674023,687,1185,Athens,GRC-CGE,Central Greece and Evvoia,GR,Greece,National capital,664046,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
2829374.36593952,5032023.75374588,688,1186,Komatini,GRC-THR,Thraki,GR,Greece,Provincial capital,0,0, ,0,0, 
2846216.9004492,5151397.96816822,689,1187,Kurdzhali,BGR-KHS,Khaskovo,BU,Bulgaria,Provincial capital,0,0, ,0,0, 
3030784.39247145,5122559.35681308,690,1188,Kirklareli,TUR-KRK,Kirklareli,TU,Turkey,Provincial capital,0,0, ,0,1, 
2956868.02532257,5113462.52626473,691,1189,Edirne,TUR-EDR,Edirne,TU,Turkey,Provincial capital,0,0, ,0,1, 
3063140.95408915,5010084.44702937,692,1190,Tekirdag,TUR-TKR,Tekirdag,TU,Turkey,Provincial capital,0,0, ,43390,1, 
2538084.09073704,4957918.40049221,693,1191,Thessaloniki,GRC-MCD,Macedonia,GR,Greece,Other,315196,4,"250,000 to 499,999",42530,0,UN_Data_2010_2020
2610776.16123029,4921463.9117137,694,1192,Polygyros,GRC-MCD,Macedonia,GR,Greece,Provincial capital,0,0, ,0,0, 
2940393.18508383,4888492.52424336,695,1193,Canakkale,TUR-CNK,Canakkale,TU,Turkey,Provincial capital,0,0, ,44690,1, 
3103921.28829338,4814921.23500786,696,1194,Balikesir,TUR-BLK,Balikesir,TU,Turkey,Provincial capital,0,0, ,0,1, 
2769963.15092659,5598566.30046812,697,1195,Pitesti,ROM-ARG,Arges,RO,Romania,Provincial capital,0,0, ,0,0, 
2522054.09424854,5564711.20696038,698,1196,Drobeta- Turmu Sererin,ROM-MHD,Mehedinti,RO,Romania,Provincial capital,0,0, ,0,0, 
2712967.46253073,5533007.77111788,699,1197,Slatina,ROM-OLT,Olt,RO,Romania,Provincial capital,0,0, ,0,0, 
2650851.18929465,5515875.21816997,700,1198,Craiova,ROM-DOL,Dolj,RO,Romania,Provincial capital,0,0, ,0,0, 
2814903.27526183,5450231.94861026,701,1199,Alexandria,ROM-TLR,Teleorman,RO,Romania,Provincial capital,0,0, ,0,0, 
2586731.16649753,5375200.97522909,702,1200,Montana,BGR-MKH,Mikhaylovgrad,BU,Bulgaria,Provincial capital,0,0, ,0,0, 
2751706.98300189,5333000.3492556,703,1201,Lovec,BGR-LVC,Lovech,BU,Bulgaria,Provincial capital,0,0, ,0,0, 
2597291.93176446,5267520.67393693,704,1202,Sofia,BGR-GSO,Grad Sofiya,BU,Bulgaria,National capital and provincial capital enclave,1241675,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
2834083.17372371,5611765.97875637,705,1203,Targoviste,ROM-DMB,Dimbovita,RO,Romania,Provincial capital,0,0, ,0,0, 
2898425.61839596,5611451.77202224,706,1204,Ploiesti,ROM-PRH,Prahova,RO,Romania,Provincial capital,0,0, ,0,0, 
3048149.89655318,5554078.59669612,707,1205,Slobozia,ROM-ILM,Ialomita,RO,Romania,Provincial capital,0,0, ,0,0, 
2907995.54339481,5532303.43766674,708,1206,Bucharest,ROM-BUC,Bucuresti,RO,Romania,National and provincial capital,1829897,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
3051378.93753395,5497066.74556675,709,1207,Calarasi,ROM-CLR,Calarasi,RO,Romania,Provincial capital,0,0, ,0,1, 
2876495.56574026,5454615.75227309,710,1208,Giurgiu,ROM-GIU,Giurgiu,RO,Romania,Provincial capital,0,0, ,0,1, 
2953973.61191855,5393608.38519095,711,1209,Razgrad,BGR-RZG,Razgrad,BU,Bulgaria,Provincial capital,0,0, ,0,1, 
3106593.29824386,5343380.36073259,712,1210,Varna,BGR-VAR,Varna,BU,Bulgaria,Provincial capital,336505,4,"250,000 to 499,999",43510,1,UN_Data_2010_2020
3057278.97527959,5240401.91572066,713,1211,Burgas,BGR-BRG,Burgas,BU,Bulgaria,Provincial capital,202434,5,"100,000 to 249,999",43500,1,UN_Data_2010_2020
3187188.16127974,5486047.81885484,714,1212,Constanta,ROM-CNS,Constanta,RO,Romania,Provincial capital,0,0, ,43560,1, 
3228933.30609249,5022081.67038958,715,1213,Istanbul,TUR-IST,Istanbul,TU,Turkey,Provincial capital,13791000,1,"5,000,000 and greater",43420,1,UN_Habitat_2020
3331013.37803383,4979063.05327487,716,1214,Kocaeli,TUR-KOC,Kocaeli,TU,Turkey,Provincial capital,0,0, ,44620,1, 
3384112.77824511,4977984.90573038,717,1215,Sakarya,TUR-SKR,Sakarya,TU,Turkey,Provincial capital,0,0, ,0,1, 
3236614.67152408,4894465.17589597,718,1216,Bursa,TUR-BUR,Bursa,TU,Turkey,Provincial capital,2172000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
3337691.89234237,4887763.71754265,719,1217,Bilecik,TUR-BLC,Bilecik,TU,Turkey,Provincial capital,0,0, ,0,1, 
3397359.57226713,4834602.64758213,720,1218,Eskisehir,TUR-ESK,Eskisehir,TU,Turkey,Provincial capital,0,0, ,0,1, 
3337358.25952968,4781868.8281024,721,1219,Kutahya,TUR-KTH,Kutahya,TU,Turkey,Provincial capital,0,0, ,0,1, 
